in s,C2 in V
-1.1904073E+00,3.29590E+00
-1.1903890E+00,3.24707E+00
-1.1903706E+00,3.29590E+00
-1.1903522E+00,3.27637E+00
-1.1903339E+00,3.27637E+00
-1.1903155E+00,3.27637E+00
-1.1902972E+00,3.27637E+00
-1.1902788E+00,3.24707E+00
-1.1902604E+00,3.31543E+00
-1.1902421E+00,3.25684E+00
-1.1902237E+00,3.29590E+00
-1.1902054E+00,3.27637E+00
-1.1901870E+00,3.27637E+00
-1.1901686E+00,3.25684E+00
-1.1901503E+00,3.29590E+00
-1.1901319E+00,3.28613E+00
-1.1901136E+00,3.29590E+00
-1.1900952E+00,3.27637E+00
-1.1900768E+00,3.30566E+00
-1.1900585E+00,3.25684E+00
-1.1900401E+00,3.24707E+00
-1.1900218E+00,3.29590E+00
-1.1900034E+00,3.32520E+00
-1.1899850E+00,3.24707E+00
-1.1899667E+00,3.27637E+00
-1.1899483E+00,3.27637E+00
-1.1899300E+00,3.29590E+00
-1.1899116E+00,3.28613E+00
-1.1898932E+00,3.23730E+00
-1.1898749E+00,3.29590E+00
-1.1898565E+00,3.22754E+00
-1.1898382E+00,3.28613E+00
-1.1898198E+00,3.30566E+00
-1.1898014E+00,3.27637E+00
-1.1897831E+00,3.27637E+00
-1.1897647E+00,3.31543E+00
-1.1897464E+00,3.24707E+00
-1.1897280E+00,3.29590E+00
-1.1897096E+00,3.31543E+00
-1.1896913E+00,3.28613E+00
-1.1896729E+00,3.28613E+00
-1.1896546E+00,3.26660E+00
-1.1896362E+00,3.24707E+00
-1.1896178E+00,3.29590E+00
-1.1895995E+00,3.27637E+00
-1.1895811E+00,3.26660E+00
-1.1895628E+00,3.24707E+00
-1.1895444E+00,3.27637E+00
-1.1895260E+00,3.24707E+00
-1.1895077E+00,3.24707E+00
-1.1894893E+00,3.27637E+00
-1.1894710E+00,3.24707E+00
-1.1894526E+00,3.26660E+00
-1.1894342E+00,3.28613E+00
-1.1894159E+00,3.26660E+00
-1.1893975E+00,3.30566E+00
-1.1893792E+00,3.27637E+00
-1.1893608E+00,3.24707E+00
-1.1893424E+00,3.27637E+00
-1.1893241E+00,3.27637E+00
-1.1893057E+00,3.27637E+00
-1.1892874E+00,3.24707E+00
-1.1892690E+00,3.27637E+00
-1.1892506E+00,3.26660E+00
-1.1892323E+00,3.24707E+00
-1.1892139E+00,3.29590E+00
-1.1891956E+00,3.26660E+00
-1.1891772E+00,3.27637E+00
-1.1891588E+00,3.27637E+00
-1.1891405E+00,3.29590E+00
-1.1891221E+00,3.25684E+00
-1.1891038E+00,3.24707E+00
-1.1890854E+00,3.31543E+00
-1.1890670E+00,3.29590E+00
-1.1890487E+00,3.30566E+00
-1.1890303E+00,3.24707E+00
-1.1890120E+00,3.27637E+00
-1.1889936E+00,3.28613E+00
-1.1889752E+00,3.27637E+00
-1.1889569E+00,3.32520E+00
-1.1889385E+00,3.26660E+00
-1.1889202E+00,3.27637E+00
-1.1889018E+00,3.24707E+00
-1.1888834E+00,3.27637E+00
-1.1888651E+00,3.30566E+00
-1.1888467E+00,3.26660E+00
-1.1888284E+00,3.28613E+00
-1.1888100E+00,3.25684E+00
-1.1887916E+00,3.30566E+00
-1.1887733E+00,3.28613E+00
-1.1887549E+00,3.26660E+00
-1.1887366E+00,3.24707E+00
-1.1887182E+00,3.22754E+00
-1.1886998E+00,3.29590E+00
-1.1886815E+00,3.27637E+00
-1.1886631E+00,3.29590E+00
-1.1886448E+00,3.22754E+00
-1.1886264E+00,3.29590E+00
-1.1886080E+00,3.25684E+00
-1.1885897E+00,3.24707E+00
-1.1885713E+00,3.28613E+00
-1.1885530E+00,3.27637E+00
-1.1885346E+00,3.26660E+00
-1.1885162E+00,3.26660E+00
-1.1884979E+00,3.26660E+00
-1.1884795E+00,3.25684E+00
-1.1884612E+00,3.29590E+00
-1.1884428E+00,3.24707E+00
-1.1884244E+00,3.31543E+00
-1.1884061E+00,3.27637E+00
-1.1883877E+00,3.24707E+00
-1.1883694E+00,3.27637E+00
-1.1883510E+00,3.24707E+00
-1.1883326E+00,3.26660E+00
-1.1883143E+00,3.26660E+00
-1.1882959E+00,3.24707E+00
-1.1882776E+00,3.27637E+00
-1.1882592E+00,3.25684E+00
-1.1882408E+00,3.26660E+00
-1.1882225E+00,3.26660E+00
-1.1882041E+00,3.24707E+00
-1.1881858E+00,3.27637E+00
-1.1881674E+00,3.26660E+00
-1.1881490E+00,3.28613E+00
-1.1881307E+00,3.24707E+00
-1.1881123E+00,3.24707E+00
-1.1880940E+00,3.30566E+00
-1.1880756E+00,3.25684E+00
-1.1880572E+00,3.27637E+00
-1.1880389E+00,3.27637E+00
