in s,C2 in V
-2.9732480E+00,4.88281E-03
-2.9732021E+00,1.46484E-02
-2.9731562E+00,-1.46484E-02
-2.9731103E+00,-2.44141E-02
-2.9730644E+00,-1.46484E-02
-2.9730185E+00,4.88281E-03
-2.9729726E+00,3.41797E-02
-2.9729267E+00,4.88281E-03
-2.9728808E+00,-2.44141E-02
-2.9728348E+00,-3.41797E-02
-2.9727889E+00,4.88281E-03
-2.9727430E+00,-4.88281E-03
-2.9726971E+00,-4.88281E-03
-2.9726512E+00,-2.44141E-02
-2.9726053E+00,-2.44141E-02
-2.9725594E+00,-3.41797E-02
-2.9725135E+00,3.41797E-02
-2.9724676E+00,-6.34766E-02
-2.9724217E+00,4.88281E-03
-2.9723758E+00,1.46484E-02
-2.9723299E+00,4.88281E-03
-2.9722840E+00,3.41797E-02
-2.9722381E+00,-1.46484E-02
-2.9721922E+00,-2.44141E-02
-2.9721463E+00,4.88281E-03
-2.9721004E+00,2.44141E-02
-2.9720545E+00,-1.46484E-02
-2.9720086E+00,-4.88281E-03
-2.9719627E+00,-4.88281E-03
-2.9719168E+00,-1.46484E-02
-2.9718709E+00,-2.44141E-02
-2.9718250E+00,1.46484E-02
-2.9717791E+00,-3.41797E-02
-2.9717332E+00,-2.44141E-02
-2.9716872E+00,3.41797E-02
-2.9716413E+00,-4.39453E-02
-2.9715954E+00,-1.46484E-02
-2.9715495E+00,-4.88281E-03
-2.9715036E+00,1.46484E-02
-2.9714577E+00,-1.46484E-02
-2.9714118E+00,2.44141E-02
-2.9713659E+00,-4.88281E-03
-2.9713200E+00,4.88281E-03
-2.9712741E+00,-4.39453E-02
-2.9712282E+00,-7.32422E-02
-2.9711823E+00,-4.88281E-03
-2.9711364E+00,-7.32422E-02
-2.9710905E+00,-1.46484E-02
-2.9710446E+00,-5.37109E-02
-2.9709987E+00,-1.46484E-02
-2.9709528E+00,-3.41797E-02
-2.9709069E+00,-4.88281E-03
-2.9708610E+00,-1.46484E-02
-2.9708151E+00,1.46484E-02
-2.9707692E+00,-4.88281E-03
-2.9707233E+00,-2.44141E-02
-2.9706774E+00,-1.46484E-02
-2.9706315E+00,-2.44141E-02
-2.9705856E+00,-2.44141E-02
-2.9705396E+00,-4.88281E-03
-2.9704937E+00,-2.44141E-02
-2.9704478E+00,4.88281E-03
-2.9704019E+00,-4.88281E-03
-2.9703560E+00,2.44141E-02
-2.9703101E+00,-1.46484E-02
-2.9702642E+00,-4.88281E-03
-2.9702183E+00,2.44141E-02
-2.9701724E+00,-1.46484E-02
-2.9701265E+00,4.88281E-03
-2.9700806E+00,4.88281E-03
-2.9700347E+00,4.88281E-03
-2.9699888E+00,-1.46484E-02
-2.9699429E+00,-2.44141E-02
